PDB_ID,X,Y,Z
2BRB,17.056501727584454,-2.4652227039556145,10.248785736921457
2C3I,26.60704454645044,50.561324576733504,0.005433368292065033
2CBV,-19.07285772287278,-29.729062076215513,-5.60505285898756
2CET,-20.924530509760036,-29.860268962249986,-3.8392333583906746
2FVD,1.4190014633148613,28.256861315122816,8.43414113957272
2FXS,21.546831450094835,35.47200928112146,5.212736393763366
2HB1,46.009224500268594,14.584018678278307,2.643568027554332
2IWX,57.06252974335732,77.00993936632342,-4.834819844624927
2J78,-0.29657489030110384,11.169688574846745,9.006157017222622
2J7H,-19.180900899298738,-29.402495913004067,-5.762626518980282
2P15,-35.129173033170986,5.126010879245515,20.875336142325782
2P4Y,35.339340181373686,-21.343110486968257,39.56455664782192
2POG,26.598250315109233,26.77598709820451,68.89010932065788
2QBP,47.90993736538486,10.40266676219426,3.0088350506982233
2QBQ,47.22365064900664,11.652239145584527,2.20380692057711
2QBR,47.06519906776894,12.52892117276565,2.491212202589114
2QE4,20.469377618598145,13.440390519682202,30.74888649788929
2QNQ,-17.45876468747761,19.70021876697654,-5.961168079058255
2V00,-2.024769999250505,3.263350434914066,10.036593673260855
2V7A,43.01503543641319,-36.21921790565562,-14.083991428862717
2VKM,34.52735680686637,44.314958291798874,32.63194433217408
2VVN,-1.069579264203902,-32.81249387690632,32.39250901863106
2VW5,60.906481909174964,11.7971291895916,45.64855856872794
2W4X,-8.347095746262502,-10.956293863000694,9.198614357702793
2W66,-1.0052126535282175,-31.823942534258542,33.16120696245768
2WBG,41.79854786412929,24.86050822503284,-56.16535340209492
2WCA,-5.976855601105883,-11.349993322449377,7.805411582992885
2WEG,16.074723982456153,3.789697868264477,16.019454229800584
2WER,16.942499210467666,40.4211760766137,-22.796993203418367
2WN9,5.994853485551691,-24.9235061514908,68.40134899060283
2WNC,-98.0174286255802,-60.4428237747114,-57.491929613139945
2WTV,50.1166285153368,33.36462736969384,40.965762325885365
2X00,-22.89292154771869,9.138053757947029,-5.11868976191083
2XB8,14.36980474295762,2.600182059765158,38.63212318497865
2XBV,10.138905771671398,64.00006629594564,3.7528216207071554
2XDL,65.44476172986317,35.09753441162216,25.61471960523144
2XII,-35.27587832995238,8.842152865882445,-27.60864675239516
2XJ7,1.3973813284077812,-36.864658457714384,99.76448062199475
2XNB,25.06548336779243,27.86553946948268,27.23078864265103
2XYS,-22.403112651155087,29.56694181276599,-5.626614301465903
2Y5H,-3.2530722972916855,10.190169356062688,22.56179371523979
2YFE,-3.425452539746908,-9.293704091994902,16.59170648905846
2YGE,22.818763208389644,-34.43951344858325,-4.7262864587205335
2YKI,5.362875510627091,12.543523454733878,25.299064960753686
2ZB1,42.479233377697355,31.26617643913577,32.506489030494464
2ZCQ,18.648933296461653,52.166042942601486,37.53906758290936
2ZCR,18.661479600789356,54.1316070618171,36.9907906015181
2ZDA,16.709604357825054,-12.826575216533167,22.58141879185524
2ZY1,17.12229417778424,54.71726867293341,36.65569603030157
3ACW,56.68386973321354,14.876136338132024,52.566632490386205
3AG9,14.170232105514794,8.792183474134692,6.848440644783601
3AO4,-8.716043535140138,5.868610702274908,6.13190979967634
3ARP,13.764366704682692,-7.938091565040613,25.88279551421921
3ARQ,18.920511254734215,-10.9917842165039,21.548983614259953
3ARU,-1.7536950351276277,8.282025047274319,18.326500462417986
3ARV,7.525338258534807,-3.5032149978786093,34.262730436284784
3ARY,16.48522927662584,-8.893883299593732,23.126177313004824
3B1M,11.977803095415394,48.61288226288956,61.25542339447028
3B27,10.112393714965389,2.4362716787492658,13.146736497179399
3B5R,27.577624723741984,2.244625170744868,5.718186647668227
3B65,26.84957911361154,2.8188596726243187,5.408684961905347
3B68,27.544657956461556,2.621046724844254,6.111230869513633
3BGZ,-18.954352582056853,37.19450430982599,-1.0810168611173725
3CJ4,18.784412602582798,-8.092870798885174,85.50181003074887
3COY,0.8767582332379841,-9.96811338709889,35.36701143165219
3COZ,0.9028454947262392,-9.99739132852667,35.73841675695722
3D4Z,30.405555398576464,66.3600586458053,8.507283454152223
3D6Q,38.206519465676,-1.8217627690802676,13.37669834215847
3DD0,-4.559462221163363,3.5925505210804594,15.428737287131227
3DX1,31.729702339785124,65.931852552411,8.343726854081575
3DX2,30.796470364950316,66.00331829823966,8.218582689910031
3DXG,36.89238943117961,6.063999697674357,18.882467381946775
3E5A,25.771116641903255,27.31828162465308,18.562835818871186
3E92,42.134694572170595,31.210551683039515,32.610358348142384
3E93,42.362975003016615,30.95541950602374,34.5179762581269
3EBP,39.37163056052734,36.43142012172312,29.709765772504426
3EHY,-2.1484032557348596,-4.824397496712359,-5.7445707428224
3EJR,28.216113007658446,67.52366699663119,9.210254123921295
3FCQ,35.92045194138121,41.05428700556233,-3.605469992004201
3FUR,5.322090179694972,8.500727404575738,27.3227206133835
3FV1,-8.125814772063876,14.900772644559376,20.081475413323272
3FV2,-7.752233186113392,3.756716268833824,-12.774981874082464
3G0W,55.339415740440835,2.3142471047677082,4.448257412058462
3G2N,34.35814795153385,22.818511259808314,28.214626320120114
3G2Z,-4.664910601606846,52.552730164163485,11.280844008892903
3G31,44.54871571391426,77.98010626290014,11.586177608394381
3GBB,-21.29745011983098,34.985089878078576,31.603455020391237
3GC5,16.959516074610615,16.71065676032741,20.124128994246448
3GE7,15.754647697575809,16.366891179448494,19.319680647908186
3GNW,27.454531274847533,54.68238939706937,10.927590644780869
3GR2,-37.838264745663594,5.40893186333325,11.133611937224275
3GV9,19.464737346396017,4.924319257843073,28.705516712988224
3GY4,-1.7235822422242608,14.74272757246459,16.89658236592891
3IVG,0.8167449093983791,-10.366734560371311,35.65523373293127
3JVR,30.095303903405952,-3.4003765427986674,20.424607958858232
3JVS,30.248330647669906,-3.3155458615260165,20.12322227163226
3JYA,6.414198402543874,82.1199443668485,0.23449810914153002
3K5V,29.704006872476175,21.600678389840603,26.718936680459556
3KGP,-29.136908467185883,87.53213766038277,-11.465010409452477
3KR8,54.404520360654466,-42.982373471465564,-17.968734049913177
3L7B,33.8756982570113,22.69359687600939,28.127253776153847
3LKA,3.164255870746753,-6.220722157817899,6.884884745410934
3MSS,36.87660045537091,-84.04531791358245,-23.635812714878327
3MYG,-3.0424676282920484,32.9143874407761,80.3831327818368
3N76,-39.03061263453609,-60.94794006516108,-48.28688361508495
3N7A,-18.212802365665286,-13.131503710391826,-9.64497777475797
3N86,21.77709313798596,54.731720904887794,97.91826842560873
3NQ9,-4.729876803710502,-5.6903070939538996,-17.459849152387125
3NW9,-2.513074026318568,16.619029758010395,14.294248254577969
3NX7,-2.7610867527196334,-5.274103466285416,-5.07269140196205
3O9I,19.567018523774106,30.26890138214073,14.180938960032508
3OE4,20.593460669390147,-29.73801848886516,9.677322287386541
3OE5,20.71090760336951,-29.750143262300487,9.582105726329699
3OZS,-19.96837711485941,29.518710570759094,9.797136838544318
3OZT,36.235895457697914,-3.298808872259481,-9.491845781051834
3P5O,26.607437634013575,50.73668883790894,-2.432518422232722
3PRS,-2.027304942445377,4.040868471179772,8.971446140218788
3PWW,-1.5467818516646783,4.9649067517818795,9.26463011217895
3PXF,114.04586155563165,134.21427169670096,62.07350303259046
3PYY,14.864104385165811,23.534284061293672,-16.770452050341024
3QGY,35.967432477779944,50.43374653072207,13.561381575916682
3QQS,60.692800733271696,8.475685037768704,8.391291975060051
3R88,-4.293813024702005,-29.921675968313092,6.36371970231871
3RLR,32.131033105784766,0.007818603787993636,18.056989229784424
3RR4,17.28400249308783,17.411415879652555,20.32619864192818
3RSX,69.9830245742098,49.81089276641686,10.487064067160638
3RYJ,17.23885190219123,3.9348503372044132,15.214444317138716
3SYR,33.82802768539123,22.72182619980324,28.003003520270507
3TSK,5.4704474043328455,26.539269593253557,7.045386764260598
3TWP,109.83281196802226,105.97806105182543,67.5981378864532
3U5J,29.184974736130112,16.199425131272772,-1.4004577803091247
3U8K,82.31524892697395,222.76574123398623,93.72226451045468
3U8N,90.02197199520539,-44.16985342893997,45.46942149878835
3U9Q,2.235642928037582,0.38842428369302073,23.02803703957624
3UDH,23.759850611584056,36.55187544937947,41.62826355174471
3UEU,-2.47609801326502,10.381411799546514,18.426917993133717
3UEW,-2.8497878120293763,8.961094490496805,19.451818910252825
3UEX,-2.9931868699882624,9.973260025375964,18.942150587273193
3UI7,8.27918814324281,38.46466327926691,59.644356121783176
3UO4,4.526826368644565,31.093660394640004,5.057570056707566
3UP2,5.17088338188449,31.00491605889188,5.386313332171231
3UTU,16.767545062944016,-14.779208654508144,23.34121916027726
3UUO,9.014621678001054,38.29475034370742,59.89070095055819
3WTJ,57.33727772846445,-12.252478504788465,-26.78896926155042
3WZ8,23.604234215055477,3.5106691773204033,58.52422971893098
3ZDG,-49.722052052631945,12.658370441356775,59.397566444687556
3ZSO,-10.055032630929723,46.04726456006218,1.3036961739549748
3ZSX,-34.48021824749453,32.48233786096716,-13.602972919364174
3ZT2,-5.064643621729456,23.853259951415016,12.887367599250167
4ABG,-22.95397671450255,3.828155714181078,16.171661149313472
4AGN,91.7748761164915,96.5782615583658,-43.793028091617195
4AGP,125.06943222045231,104.8017068495148,-44.686358898765135
4AGQ,124.96225009788914,104.93215552088625,-44.67026758865954
4BKT,-8.307908648997865,81.3508816819869,-0.16343173059977942
4CIG,10.966778475397309,-46.468346197072876,13.846625504531747
4CIW,2.680978846966457,13.091107498086433,23.81331923066396
4CR9,51.16046966072534,20.646819146996584,11.921164457759978
4CRA,-25.438949858308597,-54.21353931432952,-10.157242870647675
4CRC,-51.63510952802924,-9.734761709946726,-23.286677080707964
4DDH,0.29805813597867603,-10.36177354656763,39.359513185911396
4DDK,0.8113646870995401,-20.498436251691814,-40.07350891399562
4DE1,26.21355916028917,89.84793326351632,-6.937582361913736
4DE2,46.80356801525176,67.61484591028126,-12.745446309014085
4DE3,25.542051539361232,89.81476835878769,-6.261073165474102
4DJV,18.97587738092469,34.60050901023676,55.80775409725403
4DLD,1.5209151824068776,34.09138083924835,136.40420437764817
4DLI,24.324828094065186,-16.799153874599725,-9.841650046619566
4E5W,14.795838880063483,6.459317988499911,0.6726407042263034
4E6Q,3.3214557966281064,48.783942458877306,25.382455071233903
4EA2,-23.36829610265073,-15.89664162003453,-7.729885392986498
4EKY,34.71007132035066,22.995485151088527,28.6925236498179
4EO8,-8.425415656985844,33.64929326421679,-33.05382684128788
4EOR,-33.65636471838591,19.076073925179166,31.189226480129385
4F09,14.70270412981765,8.946514273437812,11.467600340371312
4F2W,-8.80015509032125,-22.132949813902215,11.500657946233256
4F3C,-10.617643984525351,-11.052029860001333,15.224565180957054
4F9W,-2.8285247123196364,0.7543217747206447,20.538753225595617
4GFM,32.351984138445125,-13.235602254908112,3.215667867502368
4GID,40.40176206957784,46.94140451357132,54.77996965808658
4GKM,-52.86545607421507,-32.4882060844503,31.3314028621432
4GR0,-6.490313620611828,25.593033996761505,-3.7259043372170897
4HGE,57.213039036654486,22.22817414341263,-36.627062153064315
4IH5,-76.15590402027989,8.274372920016349,10.420045901579284
4IH7,34.04943211782748,-8.031404226219498,8.273543944321883
4IVB,14.502402529788457,4.574960082792996,0.04809499443502771
4IVC,14.628846011214884,4.950567927470567,0.10901277439594483
4IVD,14.757440809231623,5.139088443731034,0.09005075108792496
4J21,-12.03931415113135,2.7688619157240284,10.09087347767032
4J28,-25.851926149040832,-18.636163280157938,-14.65463387744725
4J3L,3.0180778793153067,-11.784865188180985,-8.147699215343971
4JFS,-25.720341643884034,-18.427136707141422,-14.640073067745535
4JIA,10.956544902266547,-24.49588983538112,-20.917469020100075
4JSZ,15.57208182590029,2.165247176357779,15.791139506545623
4JXS,80.85302931128648,5.318326652406242,30.893257628067943
4K18,-19.200538001214486,-35.616793711646544,2.570061637609616
4K77,14.966379606802544,5.049551580388146,0.846363991173486
4KZ6,79.61507341326731,6.385808963816878,29.62007497938421
4KZQ,9.766650519925035,6.157684177671567,-17.2073835203226
4KZU,8.999859067996494,6.267113827775969,-18.35485515987367
4LLX,4.275791937138409,13.297858363950452,43.565838042418974
4LZS,11.327021425357099,38.06141639388303,77.42928738945074
4M0Y,-5.0637295395625355,8.252457960073507,14.045123301539238
4M0Z,-5.322495803604859,8.790700494842937,14.159728818300206
4MGD,-12.624926671678828,-12.013697193345987,50.17000854190944
4MME,66.09275659738263,20.762405894580606,8.615897695220848
4OGJ,19.095883697573168,39.23817140913852,22.72384698227888
4OWM,0.26507069774802566,-35.847355478718896,44.94613135912311
4PCS,19.96737280472886,-55.71682202149499,-40.677986220745154
4QD6,-3.670931617298908,24.46988889978863,57.29865301576766
4RFM,21.72714749968588,0.0814893153423836,6.111480610115364
4TMN,35.30682209996114,41.40061247507009,-6.810508669295372
4TWP,76.33331671583151,44.54311674734917,29.252962261412698
4TY7,41.886163924267244,-20.08817614149835,29.13781123931635
4U4S,-23.190769725585888,42.862068795049886,-5.2170559452587995
4W9C,-34.27275974358175,53.37112218825023,88.3596629934531
4W9H,-34.13312677443121,53.3375429471514,88.17415458057427
4W9I,-34.01605458056158,53.15169324793347,88.35282325483085
4W9L,-35.31640099992003,53.87151718643048,89.44824724335903
4WIV,14.655055575119615,-3.8995033061292887,-8.590546740410785
4X6P,15.992423414053603,28.726943934176496,-76.70785671844541
5A7B,124.4119466043882,105.46695953043253,-46.01107000248858
5ABA,125.03479139945027,106.93948685132969,-43.45355317765522
5C28,3.592755468989313,13.239200944851536,42.69940592947293
5C2H,6.107284570394312,38.0731501167861,58.01601041694997
5DWR,-42.081227194098915,-2.399494551441643,2.010898443710428
5TMN,35.52896248125816,40.52863268192398,-6.011438387313255
